system:index,BuildingDensity,Humidity,LST,Latitude,Longitude,NDVI,WindSpeed,.geo
3326,0,98.04272423147565,33.45832022000002,12.95518543181517,77.33466958718743,0.7323943661971831,1.8860726766091243,"{""type"":""Point"",""coordinates"":[77.33466958718743,12.95518543181517]}"
3327,0,97.88870473390288,35.66977916000002,12.962868034170656,77.80354919264757,0.5809837415105988,2.3197253373135642,"{""type"":""Point"",""coordinates"":[77.80354919264757,12.962868034170656]}"
3328,0,97.94945940190574,38.43495733999998,13.05521794239793,77.16509358342458,0.4562513637355444,1.896211733860757,"{""type"":""Point"",""coordinates"":[77.16509358342458,13.05521794239793]}"
3329,213,97.86523648034013,44.79247454000006,13.206364444091369,77.71890666580997,0.3778262053936257,2.191950084881813,"{""type"":""Point"",""coordinates"":[77.71890666580997,13.206364444091369]}"
3330,0,97.88444032225645,36.900266360000046,12.717341925608377,77.90978958446497,0.6745215878538668,2.386299575514941,"{""type"":""Point"",""coordinates"":[77.90978958446497,12.717341925608377]}"
3331,0,98.09947488139946,36.30553087999999,12.805791822797188,77.56859114339757,0.47446236559139787,2.196367711350035,"{""type"":""Point"",""coordinates"":[77.56859114339757,12.805791822797188]}"
3332,426,97.83835598690655,37.53943609999999,13.32218045758084,77.63655961422536,0.23530608094366484,2.1065704044802436,"{""type"":""Point"",""coordinates"":[77.63655961422536,13.32218045758084]}"
3333,48,97.96694373334867,42.375934400000006,12.631204285161903,77.88136034642797,0.304,2.2437183084598344,"{""type"":""Point"",""coordinates"":[77.88136034642797,12.631204285161903]}"
3334,0,98.04980015703467,33.71808973999998,12.937173187020464,77.43610725845627,0.6861894432393347,1.8856645994472858,"{""type"":""Point"",""coordinates"":[77.43610725845627,12.937173187020464]}"
3335,0,98.09947488139946,36.15513800000002,12.838107338358212,77.58521232152567,0.46900584795321637,2.196367711350035,"{""type"":""Point"",""coordinates"":[77.58521232152567,12.838107338358212]}"
3336,0,98.04272423147565,35.24252666000001,12.983286871009364,77.29703726370512,0.5601688951442646,1.8860726766091243,"{""type"":""Point"",""coordinates"":[77.29703726370512,12.983286871009364]}"
3337,0,97.73383129740971,40.30119625999998,12.866380184712144,78.0006857065554,0.3956780923994039,2.37590897381325,"{""type"":""Point"",""coordinates"":[78.0006857065554,12.866380184712144]}"
3338,0,97.9359033590208,31.86552290000003,13.13889806034414,77.66436546892085,0.5857142857142857,2.216465113829917,"{""type"":""Point"",""coordinates"":[77.66436546892085,13.13889806034414]}"
3339,400,97.97902404269689,39.556067900000016,13.061764563536594,77.52930309600723,0.2753083546660461,2.072845077961183,"{""type"":""Point"",""coordinates"":[77.52930309600723,13.061764563536594]}"
3340,0,98.03315490112325,34.75716782000001,12.915850539329426,77.31058832342454,0.6339341205717837,1.8236676366913858,"{""type"":""Point"",""coordinates"":[77.31058832342454,12.915850539329426]}"
3341,233,97.76131899391149,44.440418480000005,13.138187905203264,77.92434273226304,0.473839518783339,2.29644332730507,"{""type"":""Point"",""coordinates"":[77.92434273226304,13.138187905203264]}"
3342,0,97.59698620958802,44.030256080000015,13.281997557475604,77.85419300316765,0.4891616610080961,2.269300017617701,"{""type"":""Point"",""coordinates"":[77.85419300316765,13.281997557475604]}"
3343,0,97.76131899391149,43.35690613999998,13.050285465760163,77.94294164140413,0.44421768707482995,2.29644332730507,"{""type"":""Point"",""coordinates"":[77.94294164140413,13.050285465760163]}"
3344,0,98.26587576812798,35.38608350000004,12.609058954418161,77.47709221791716,0.44350604884729516,1.8870584906880519,"{""type"":""Point"",""coordinates"":[77.47709221791716,12.609058954418161]}"
3345,1056,97.73383129740971,41.654732179999996,12.853663865889448,77.98258194089095,0.3564356435643564,2.37590897381325,"{""type"":""Point"",""coordinates"":[77.98258194089095,12.853663865889448]}"
3346,0,98.03315490112325,35.36899340000002,12.932493039185221,77.33596259634224,0.6369003690036901,1.8236676366913858,"{""type"":""Point"",""coordinates"":[77.33596259634224,12.932493039185221]}"
3347,0,98.00999546801523,40.75237490000001,12.66859893678788,77.78973958557117,0.37005163511187605,2.3377589313782567,"{""type"":""Point"",""coordinates"":[77.78973958557117,12.66859893678788]}"
3348,0,98.05329486875205,32.268849260000025,12.808422548399848,77.37553752473623,0.7727587001613275,1.8524015283369053,"{""type"":""Point"",""coordinates"":[77.37553752473623,12.808422548399848]}"
3349,0,98.01153984591848,37.67957492000005,12.91984301465057,77.14077592909322,0.5086249383932971,1.8003046364912638,"{""type"":""Point"",""coordinates"":[77.14077592909322,12.91984301465057]}"
3350,0,97.67743916807105,38.78701339999998,13.123621527877768,78.01470361295587,0.2999752291305425,2.2494491499745304,"{""type"":""Point"",""coordinates"":[78.01470361295587,13.123621527877768]}"
3351,0,98.31975855293078,38.59560428000003,12.603759127647544,77.5821342239904,0.09846153846153846,2.027874282973198,"{""type"":""Point"",""coordinates"":[77.5821342239904,12.603759127647544]}"
3352,0,97.8803803243222,39.66886255999998,13.20806712705116,77.50656029289372,0.5954415954415955,2.0689307845389644,"{""type"":""Point"",""coordinates"":[77.50656029289372,13.20806712705116]}"
3353,591,97.88870473390288,36.42174355999998,12.968650384022745,77.79918387388727,0.6088580576307364,2.3197253373135642,"{""type"":""Point"",""coordinates"":[77.79918387388727,12.968650384022745]}"
